,Level,Date,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Week,Month
655,National,2020/10/17,"85,654,448","241,512,986","922,837,682","213,390,260","230,533,568","114,069,613","143,745,301","137,406,068","50,879,477","22,215,864","8,571,921","1,514,579","511,031",41,10
656,National,2020/10/18,"89,258,968","237,908,466","809,899,738","185,157,621","205,123,129","100,325,249","125,128,514","117,362,340","43,655,717","21,239,311","9,705,219","1,692,795","509,843",42,10
657,National,2020/10/19,"82,900,557","244,266,877","916,695,930","210,839,283","225,523,987","110,440,700","140,929,028","143,986,274","54,064,761","20,921,809","7,964,324","1,474,503","551,261",42,10
658,National,2020/10/20,"84,283,625","242,883,809","910,036,247","206,593,579","222,103,557","109,170,522","141,006,056","145,917,163","55,147,324","20,745,787","7,443,935","1,395,414","512,910",42,10
659,National,2020/10/21,"85,932,270","241,235,164","890,506,921","200,050,742","218,581,270","106,861,139","137,161,314","142,209,139","54,390,616","21,070,218","8,080,402","1,547,071","555,010",42,10
660,National,2020/10/22,"82,030,208","245,137,226","950,363,357","217,298,342","233,386,017","114,935,664","146,566,638","149,404,196","56,281,803","22,200,003","8,269,465","1,496,312","524,917",42,10
661,National,2020/10/23,"78,280,226","248,887,208","1,025,828,389","235,101,126","253,603,012","125,658,334","159,279,110","158,207,270","58,724,628","24,007,583","9,197,354","1,521,058","528,914",42,10
662,National,2020/10/24,"83,959,975","243,207,459","1,000,736,605","233,294,803","255,240,614","125,845,327","155,088,670","146,473,141","53,079,974","22,228,248","7,838,790","1,233,394","413,644",42,10
663,National,2020/10/25,"87,375,366","239,792,068","855,544,766","203,966,011","221,688,167","106,362,340","129,629,231","118,943,070","43,116,586","20,413,426","9,373,154","1,512,947","539,834",43,10
664,National,2020/10/26,"84,616,913","242,550,521","926,179,430","214,230,773","233,429,217","113,142,726","142,656,421","142,394,372","52,519,156","19,143,112","6,955,423","1,222,522","485,708",43,10
665,National,2020/10/27,"84,043,811","243,123,623","942,918,487","217,186,687","234,758,530","114,845,098","145,462,314","147,032,450","54,600,977","20,298,745","7,011,918","1,284,320","437,448",43,10
666,National,2020/10/28,"82,211,256","244,956,178","939,266,639","213,930,016","233,584,796","114,468,544","145,413,615","147,359,359","54,891,503","20,585,744","7,203,077","1,340,436","489,549",43,10
667,National,2020/10/29,"83,452,335","243,715,099","951,047,212","218,466,660","235,947,005","115,904,047","146,788,303","148,033,815","54,924,453","21,191,416","7,804,182","1,449,637","537,694",43,10
668,National,2020/10/30,"83,213,711","243,953,723","1,006,790,784","230,304,875","252,559,639","124,502,388","156,265,399","153,736,578","56,135,308","22,433,478","8,866,495","1,481,081","505,543",43,10
669,National,2020/10/31,"89,854,236","237,313,198","977,503,191","226,118,601","250,860,409","123,406,057","151,565,646","142,132,722","51,680,330","21,951,800","8,044,143","1,301,940","441,543",43,10
670,National,2020/11/01,"95,833,341","231,334,093","997,688,745","237,448,612","261,891,931","121,483,202","148,796,448","144,332,395","51,995,189","20,743,553","8,528,289","1,793,090","676,036",44,11
671,National,2020/11/02,"92,948,573","234,218,861","1,051,306,449","248,028,709","286,796,950","130,811,439","155,700,270","148,939,606","52,998,827","19,779,521","6,744,648","1,101,635","404,844",44,11
672,National,2020/11/03,"85,807,825","241,359,609","954,506,617","225,551,020","255,894,740","118,566,082","142,416,906","137,012,586","49,048,358","18,429,102","6,245,397","987,829","354,597",44,11
673,National,2020/11/04,"88,370,943","238,796,491","935,551,513","221,815,307","243,153,194","116,409,288","141,590,496","136,961,328","49,121,438","18,641,242","6,458,151","1,033,106","367,963",44,11
674,National,2020/11/05,"92,740,595","234,426,839","1,026,118,471","243,554,891","266,385,722","128,393,537","155,525,531","149,048,861","53,012,268","20,588,262","7,787,758","1,357,385","464,256",44,11
675,National,2020/11/06,"93,192,175","233,975,259","1,074,394,410","256,080,755","275,680,715","132,565,738","162,754,843","156,430,645","56,017,994","22,860,065","9,604,017","1,792,910","606,728",44,11
676,National,2020/11/07,"97,141,380","230,026,054","993,242,690","238,314,610","249,849,447","120,836,299","150,606,517","145,703,567","52,528,704","22,315,509","10,238,596","2,073,299","776,142",44,11
677,National,2020/11/08,"107,414,989","219,752,445","935,013,798","217,581,412","241,631,677","114,752,368","144,098,844","139,801,872","50,069,445","18,490,974","6,628,776","1,351,322","607,108",45,11
678,National,2020/11/09,"95,669,941","231,497,493","992,587,087","231,226,324","257,953,869","122,074,802","150,865,882","146,493,156","53,484,349","21,098,622","7,664,865","1,260,381","464,837",45,11
679,National,2020/11/10,"91,494,335","235,673,099","999,924,643","233,239,764","260,300,073","122,803,393","150,576,630","147,498,497","54,316,810","21,599,530","7,872,479","1,275,987","441,480",45,11
680,National,2020/11/11,"92,971,357","234,196,077","967,041,268","226,875,025","242,589,987","119,120,575","148,137,597","145,717,769","53,295,643","21,271,989","8,164,951","1,386,239","481,493",45,11
681,National,2020/11/12,"92,493,969","234,673,465","961,984,931","225,750,111","245,189,653","118,498,876","145,297,570","143,109,676","52,755,310","21,225,746","8,219,449","1,431,982","506,558",45,11
682,National,2020/11/13,"90,735,259","236,432,175","1,009,680,904","236,049,145","258,740,900","124,322,612","153,695,028","150,386,104","54,604,242","21,516,842","8,397,032","1,480,294","488,705",45,11
683,National,2020/11/14,"96,282,398","230,885,036","969,660,209","224,930,833","250,075,168","122,530,591","150,465,430","144,234,738","49,173,058","18,780,247","7,671,757","1,343,391","454,996",45,11
684,National,2020/11/15,"96,683,319","230,484,115","900,841,539","210,260,422","231,830,418","110,834,122","136,209,007","132,137,738","48,058,495","19,982,778","8,835,506","1,861,941","831,112",46,11
685,National,2020/11/16,"97,430,699","229,736,735","978,663,536","231,982,926","256,554,231","121,213,861","148,659,289","143,780,504","49,098,366","16,831,546","8,070,683","1,741,520","730,610",46,11
686,National,2020/11/17,"97,573,501","229,593,933","989,568,973","234,805,101","259,934,985","122,714,018","150,290,148","145,112,889","49,573,515","16,971,134","7,726,729","1,711,083","729,371",46,11
687,National,2020/11/18,"95,954,135","231,213,299","1,027,444,626","248,373,480","269,543,706","126,367,337","154,455,563","149,041,180","51,172,462","17,999,411","7,953,887","1,787,348","750,252",46,11
688,National,2020/11/19,"93,468,789","233,698,645","1,023,244,380","247,800,254","266,987,840","125,041,236","152,756,826","147,639,120","52,272,385","20,187,095","8,050,777","1,765,481","743,366",46,11
689,National,2020/11/20,"92,068,777","235,098,657","956,927,423","223,417,886","244,773,240","117,098,300","143,579,157","139,779,548","53,139,601","23,609,611","8,890,314","1,864,123","775,643",46,11
690,National,2020/11/21,"97,329,319","229,838,115","922,868,472","212,777,197","233,965,980","113,197,921","138,925,704","135,239,553","52,838,748","25,181,630","8,163,466","1,786,976","791,297",46,11
691,National,2020/11/22,"98,644,681","228,522,753","823,963,883","186,070,050","221,626,712","105,684,555","126,133,038","113,206,195","40,358,856","19,880,660","8,395,637","1,847,891","760,289",47,11
692,National,2020/11/23,"94,876,447","232,290,987","911,441,007","207,389,629","231,907,916","111,787,999","138,225,159","137,447,219","52,167,000","22,169,009","7,917,245","1,712,012","717,819",47,11
693,National,2020/11/24,"93,532,032","233,635,402","945,982,923","215,285,267","240,727,600","116,035,856","143,476,340","142,668,501","54,147,056","23,010,378","8,063,006","1,821,075","747,844",47,11
694,National,2020/11/25,"90,715,521","236,451,913","979,388,885","225,664,638","258,135,284","121,867,405","146,978,031","141,072,861","51,814,257","22,534,472","8,840,678","1,832,999","648,260",47,11
695,National,2020/11/26,"99,956,608","227,210,826","759,256,317","170,300,057","191,813,649","90,632,310","115,112,108","114,828,334","44,486,618","21,791,709","8,101,302","1,554,159","636,071",47,11
696,National,2020/11/27,"94,566,045","232,601,389","966,802,210","228,094,987","247,565,073","121,246,190","148,586,118","138,251,898","49,974,835","22,443,813","8,305,110","1,617,261","716,925",47,11
697,National,2020/11/28,"96,418,274","230,749,160","892,611,467","205,626,462","232,432,143","113,289,921","137,034,943","126,190,108","45,639,545","21,352,901","8,433,925","1,827,856","783,663",47,11
698,National,2020/11/29,"98,395,707","228,771,727","863,345,786","200,558,413","230,417,188","111,089,504","131,860,272","116,519,118","40,648,922","20,310,796","9,178,836","2,009,062","753,675",48,11
699,National,2020/11/30,"96,407,795","230,759,639","924,663,413","215,232,155","233,230,950","111,576,840","139,217,211","140,210,448","53,201,069","21,774,623","7,747,586","1,744,641","727,890",48,11
700,National,2020/12/01,"88,894,936","238,272,498","1,010,844,101","240,136,235","255,139,554","122,607,720","151,907,633","152,395,205","56,631,105","22,225,018","7,439,910","1,680,569","681,152",48,12
701,National,2020/12/02,"87,452,928","239,714,506","1,031,070,121","243,868,631","258,354,067","125,715,136","157,160,213","156,180,284","57,385,972","22,476,719","7,577,652","1,674,752","676,695",48,12
702,National,2020/12/03,"87,338,159","239,829,275","1,036,833,502","247,028,528","259,562,375","125,883,839","156,854,237","156,419,691","57,783,229","23,061,687","7,783,235","1,715,339","741,342",48,12
703,National,2020/12/04,"85,952,637","241,214,797","1,065,057,205","253,036,056","268,593,908","130,287,013","161,075,799","159,507,640","58,428,255","23,676,009","8,106,499","1,649,631","696,395",48,12
704,National,2020/12/05,"90,971,351","236,196,083","1,018,511,389","243,576,148","264,334,551","128,710,154","155,618,898","143,722,691","50,936,079","21,827,025","7,457,620","1,583,374","744,849",48,12
705,National,2020/12/06,"95,240,885","231,926,549","886,148,807","211,441,229","232,863,841","111,886,873","134,994,657","121,799,564","42,772,432","20,038,857","7,854,872","1,708,606","787,876",49,12
706,National,2020/12/07,"94,192,786","232,974,648","901,298,996","209,539,953","224,806,262","108,294,345","135,766,506","137,579,593","53,019,837","22,067,786","7,712,477","1,694,421","817,816",49,12
707,National,2020/12/08,"90,692,711","236,474,723","941,621,552","219,730,262","233,644,766","113,045,406","142,445,988","145,114,040","55,267,057","22,527,814","7,455,138","1,651,156","739,925",49,12
708,National,2020/12/09,"89,686,468","237,480,966","935,899,933","221,445,441","230,764,590","111,347,670","140,756,964","143,495,268","55,310,954","22,678,653","7,660,681","1,697,783","741,929",49,12
709,National,2020/12/10,"89,807,391","237,360,043","970,458,875","231,314,575","242,386,530","116,506,456","145,674,626","146,505,682","55,631,683","22,560,150","7,455,209","1,629,828","794,136",49,12
710,National,2020/12/11,"92,325,806","234,841,628","980,397,618","230,839,249","243,969,492","117,705,987","148,308,519","150,166,863","56,480,720","22,805,200","7,681,080","1,635,547","804,961",49,12
711,National,2020/12/12,"96,179,478","230,987,956","935,956,820","223,379,870","243,274,896","116,126,643","141,001,656","132,539,933","48,392,901","21,246,405","7,499,794","1,658,323","836,399",49,12
712,National,2020/12/13,"99,275,058","227,892,376","819,466,703","192,686,359","215,184,767","102,607,855","124,141,407","113,747,707","40,902,885","19,637,601","8,027,034","1,741,622","789,466",50,12
713,National,2020/12/14,"93,045,830","234,121,604","917,877,431","212,778,381","230,125,147","110,737,292","138,938,522","139,874,895","53,551,857","21,944,877","7,564,559","1,624,540","737,361",50,12
714,National,2020/12/15,"90,259,411","236,908,023","952,153,514","224,766,148","235,869,310","114,016,855","143,217,136","145,720,491","55,899,122","22,736,091","7,638,832","1,637,905","651,624",50,12
715,National,2020/12/16,"93,281,442","233,885,992","912,376,402","214,582,832","225,983,852","108,568,955","137,149,200","139,719,984","53,561,062","22,329,439","7,959,497","1,786,583","734,998",50,12
716,National,2020/12/17,"92,629,781","234,537,653","944,386,417","222,250,791","237,301,932","113,352,409","141,946,578","142,617,071","53,797,095","22,424,577","8,107,823","1,825,736","762,405",50,12
717,National,2020/12/18,"93,247,251","233,920,183","1,002,574,294","230,447,737","249,174,175","120,929,830","152,091,340","154,196,452","58,853,383","25,096,538","9,112,386","1,922,232","750,221",50,12
718,National,2020/12/19,"97,844,027","229,323,407","953,812,474","219,361,993","244,206,719","118,933,410","146,296,220","139,218,967","51,373,129","23,274,985","8,600,858","1,862,163","684,030",50,12
719,National,2020/12/20,"100,444,385","226,723,049","763,812,840","178,468,439","197,596,997","95,184,775","115,707,939","107,837,587","39,324,514","19,306,867","8,028,917","1,786,571","570,234",51,12
720,National,2020/12/21,"97,399,960","229,767,474","905,574,614","204,535,259","221,746,432","108,658,979","137,664,274","141,675,831","55,646,171","24,282,602","8,871,232","1,911,962","581,872",51,12
721,National,2020/12/22,"99,520,423","227,647,011","953,613,955","195,116,893","226,582,626","114,900,093","149,843,534","160,130,576","64,318,277","28,735,606","10,757,851","2,487,678","740,821",51,12
722,National,2020/12/23,"100,788,799","226,378,635","979,881,618","201,397,548","237,180,747","119,676,810","154,417,348","161,079,847","63,528,194","28,325,424","10,876,114","2,552,082","847,504",51,12
723,National,2020/12/24,"102,151,030","225,016,404","856,588,903","171,548,068","219,132,123","109,321,456","137,049,227","134,636,779","50,209,006","23,059,961","8,912,976","1,952,114","767,193",51,12
724,National,2020/12/25,"108,619,120","218,548,314","524,239,023","105,149,292","129,168,400","63,437,431","83,124,196","83,870,571","33,525,060","17,245,249","6,649,625","1,360,872","708,327",51,12
725,National,2020/12/26,"101,887,440","225,279,994","854,608,584","190,490,932","220,396,762","107,403,527","131,821,296","123,620,043","46,203,795","22,890,844","9,070,187","1,884,439","826,759",51,12
726,National,2020/12/27,"103,056,355","224,111,079","829,242,089","200,139,383","206,461,832","102,195,887","126,104,352","121,362,954","39,817,025","17,850,978","11,889,285","2,524,262","896,131",52,12
727,National,2020/12/28,"94,464,436","232,702,998","931,787,272","222,692,512","229,297,493","113,986,783","143,166,694","145,595,464","48,109,376","17,332,450","8,917,207","1,896,025","793,268",52,12
728,National,2020/12/29,"93,195,518","233,971,916","954,630,852","227,638,413","234,476,275","116,466,145","147,101,126","150,393,662","49,637,287","17,646,204","8,677,951","1,825,322","768,467",52,12
729,National,2020/12/30,"92,339,735","234,827,699","976,199,358","231,083,187","242,010,298","120,130,113","150,336,911","152,305,289","49,976,453","18,191,720","9,443,754","1,950,155","771,478",52,12
